Year,Quarter,Month,Day,First HOME CURRENCY AMOUNT,TRANSACTION TYPE,month_number,Date
2019,Qtr 4,November,8,1970039.47,Credit Note,11,2019/11/8
2019,Qtr 4,November,8,7000785.36,Receipt,11,2019/11/8
2019,Qtr 4,November,11,1454753.91,Credit Note,11,2019/11/11
2019,Qtr 4,November,11,792585.62,Invoice,11,2019/11/11
2019,Qtr 4,November,11,3621673.92,Receipt,11,2019/11/11
2019,Qtr 4,November,12,3849047.5,Credit Note,11,2019/11/12
2019,Qtr 4,November,12,23992.55,Invoice,11,2019/11/12
2019,Qtr 4,November,12,2031918.97,Receipt,11,2019/11/12
2019,Qtr 4,November,13,860230.74,Credit Note,11,2019/11/13
2019,Qtr 4,November,13,989106.21,Invoice,11,2019/11/13
2019,Qtr 4,November,13,1994120.55,Receipt,11,2019/11/13
2019,Qtr 4,November,14,4470681,Receipt,11,2019/11/14
2019,Qtr 4,November,15,75012.35,Credit Note,11,2019/11/15
2019,Qtr 4,November,15,60917.44,Invoice,11,2019/11/15
2019,Qtr 4,November,15,7458352.7,Receipt,11,2019/11/15
2019,Qtr 4,November,18,405479.82,Credit Note,11,2019/11/18
2019,Qtr 4,November,18,885365.69,Invoice,11,2019/11/18
2019,Qtr 4,November,18,4398852.5,Receipt,11,2019/11/18
2019,Qtr 4,November,19,566063.4,Invoice,11,2019/11/19
2019,Qtr 4,November,19,3925908.38,Receipt,11,2019/11/19
2019,Qtr 4,November,20,622076.02,Credit Note,11,2019/11/20
2019,Qtr 4,November,20,2031486.33,Invoice,11,2019/11/20
2019,Qtr 4,November,20,2238732.94,Receipt,11,2019/11/20
2019,Qtr 4,November,21,153922.7,Credit Note,11,2019/11/21
2019,Qtr 4,November,21,787500.11,Invoice,11,2019/11/21
2019,Qtr 4,November,21,416266.12,Receipt,11,2019/11/21
2019,Qtr 4,November,22,242564.49,Credit Note,11,2019/11/22
2019,Qtr 4,November,22,1133752.83,Invoice,11,2019/11/22
2019,Qtr 4,November,22,4712428.95,Receipt,11,2019/11/22
2019,Qtr 4,November,23,75600,Invoice,11,2019/11/23
2019,Qtr 4,November,25,513235.7,Credit Note,11,2019/11/25
2019,Qtr 4,November,25,5746370.02,Invoice,11,2019/11/25
2019,Qtr 4,November,25,5112921.97,Receipt,11,2019/11/25
2019,Qtr 4,November,26,18271.23,Credit Note,11,2019/11/26
2019,Qtr 4,November,26,26210.55,Invoice,11,2019/11/26
2019,Qtr 4,November,26,3608232.5,Receipt,11,2019/11/26
2019,Qtr 4,November,27,147581.02,Credit Note,11,2019/11/27
2019,Qtr 4,November,27,5251.99,Invoice,11,2019/11/27
2019,Qtr 4,November,27,5562462.57,Receipt,11,2019/11/27
2019,Qtr 4,November,28,115580.4,Credit Note,11,2019/11/28
2019,Qtr 4,November,28,3319419.83,Invoice,11,2019/11/28
2019,Qtr 4,November,28,1314945.01,Receipt,11,2019/11/28
2019,Qtr 4,November,29,181489.93,Invoice,11,2019/11/29
2019,Qtr 4,November,29,1667448.91,Receipt,11,2019/11/29
2019,Qtr 4,November,30,168950,Invoice,11,2019/11/30
2019,Qtr 4,November,30,14941.21,Receipt,11,2019/11/30
2019,Qtr 4,December,2,450243.08,Credit Note,12,2019/12/2
2019,Qtr 4,December,2,1094666.01,Invoice,12,2019/12/2
2019,Qtr 4,December,2,2616387.96,Receipt,12,2019/12/2
2019,Qtr 4,December,3,231713.79,Credit Note,12,2019/12/3
2019,Qtr 4,December,3,387779.5,Invoice,12,2019/12/3
2019,Qtr 4,December,3,880545.21,Receipt,12,2019/12/3
2019,Qtr 4,December,4,260041,Credit Note,12,2019/12/4
2019,Qtr 4,December,4,428679.78,Invoice,12,2019/12/4
2019,Qtr 4,December,4,448829.3,Receipt,12,2019/12/4
2019,Qtr 4,December,5,32258.34,Credit Note,12,2019/12/5
2019,Qtr 4,December,5,1227760.63,Receipt,12,2019/12/5
2019,Qtr 4,December,6,85859.38,Credit Note,12,2019/12/6
2019,Qtr 4,December,6,421243.07,Invoice,12,2019/12/6
2019,Qtr 4,December,6,1802922.97,Receipt,12,2019/12/6
2019,Qtr 4,December,8,948141.24,Invoice,12,2019/12/8
2019,Qtr 4,December,9,27786.72,Credit Note,12,2019/12/9
2019,Qtr 4,December,9,2742848.08,Invoice,12,2019/12/9
2019,Qtr 4,December,9,4789109.1,Receipt,12,2019/12/9
2019,Qtr 4,December,10,969716.7,Invoice,12,2019/12/10
2019,Qtr 4,December,10,55871,Receipt,12,2019/12/10
2019,Qtr 4,December,11,210403.58,Credit Note,12,2019/12/11
2019,Qtr 4,December,11,291093.94,Invoice,12,2019/12/11
2019,Qtr 4,December,12,914864,Invoice,12,2019/12/12
2019,Qtr 4,December,12,1301839.49,Receipt,12,2019/12/12
2019,Qtr 4,December,13,6308552.29,Invoice,12,2019/12/13
2019,Qtr 4,December,13,5046504.89,Receipt,12,2019/12/13
2019,Qtr 4,December,14,486665,Invoice,12,2019/12/14
2019,Qtr 4,December,14,127997,Receipt,12,2019/12/14
2019,Qtr 4,December,15,428326.01,Invoice,12,2019/12/15
2019,Qtr 4,December,16,65520,Invoice,12,2019/12/16
2019,Qtr 4,December,17,257716.64,Invoice,12,2019/12/17
2019,Qtr 4,December,18,128318.34,Receipt,12,2019/12/18
2019,Qtr 4,December,19,292264,Receipt,12,2019/12/19
2019,Qtr 4,December,20,921053.01,Invoice,12,2019/12/20
2019,Qtr 4,December,20,98728.98,Receipt,12,2019/12/20
2019,Qtr 4,December,21,140313,Invoice,12,2019/12/21
2019,Qtr 4,December,21,53625,Receipt,12,2019/12/21
2019,Qtr 4,December,23,610779.83,Invoice,12,2019/12/23
2019,Qtr 4,December,23,73450.53,Receipt,12,2019/12/23
2019,Qtr 4,December,24,989868.19,Invoice,12,2019/12/24
2019,Qtr 4,December,24,103901,Receipt,12,2019/12/24
2019,Qtr 4,December,30,143725,Invoice,12,2019/12/30
2019,Qtr 4,December,30,510501.14,Receipt,12,2019/12/30
2019,Qtr 4,December,31,53625,Credit Note,12,2019/12/31
2019,Qtr 4,December,31,175467.3,Invoice,12,2019/12/31
2020,Qtr 1,January,1,286269.9,Invoice,1,2020/1/1
2020,Qtr 1,January,1,513664.32,Receipt,1,2020/1/1
2020,Qtr 1,January,2,35364.99,Invoice,1,2020/1/2
2020,Qtr 1,January,6,82604.84,Invoice,1,2020/1/6
2020,Qtr 1,January,6,74773,Receipt,1,2020/1/6
2020,Qtr 1,January,7,69846.87,Invoice,1,2020/1/7
2020,Qtr 1,January,7,3141013.95,Receipt,1,2020/1/7
2020,Qtr 1,January,8,37815.97,Invoice,1,2020/1/8
2020,Qtr 1,January,8,31987.97,Receipt,1,2020/1/8
2020,Qtr 1,January,9,175230.91,Invoice,1,2020/1/9
2020,Qtr 1,January,9,50680.93,Receipt,1,2020/1/9
2020,Qtr 1,January,10,50475.97,Invoice,1,2020/1/10
2020,Qtr 1,January,10,32655.99,Receipt,1,2020/1/10
2020,Qtr 1,January,13,199186.04,Invoice,1,2020/1/13
2020,Qtr 1,January,13,824685.66,Receipt,1,2020/1/13
2020,Qtr 1,January,14,98516.99,Invoice,1,2020/1/14
2020,Qtr 1,January,16,150936.98,Invoice,1,2020/1/16
2020,Qtr 1,January,16,1420509.84,Receipt,1,2020/1/16
2020,Qtr 1,January,18,279000,Invoice,1,2020/1/18
2020,Qtr 1,January,18,181800,Receipt,1,2020/1/18
2020,Qtr 1,January,20,8190,Invoice,1,2020/1/20
2020,Qtr 1,January,21,59620,Invoice,1,2020/1/21
2020,Qtr 1,January,21,410865.24,Receipt,1,2020/1/21
2020,Qtr 1,January,22,12300,Invoice,1,2020/1/22
2020,Qtr 1,January,23,254712,Invoice,1,2020/1/23
2020,Qtr 1,January,23,384115.5,Receipt,1,2020/1/23
2020,Qtr 1,January,24,695331,Receipt,1,2020/1/24
2020,Qtr 1,January,25,222665.5,Invoice,1,2020/1/25
2020,Qtr 1,January,27,83085.8,Credit Note,1,2020/1/27
2020,Qtr 1,January,27,195640,Invoice,1,2020/1/27
2020,Qtr 1,January,28,45677,Invoice,1,2020/1/28
2020,Qtr 1,January,28,489533.2,Receipt,1,2020/1/28
2020,Qtr 1,January,29,180840,Invoice,1,2020/1/29
2020,Qtr 1,January,30,303731.98,Invoice,1,2020/1/30
2020,Qtr 1,January,30,61699.97,Receipt,1,2020/1/30
2020,Qtr 1,January,31,132103.01,Invoice,1,2020/1/31
2020,Qtr 1,January,31,1568137.44,Receipt,1,2020/1/31
2020,Qtr 1,February,1,321100,Invoice,2,2020/2/1
2020,Qtr 1,February,1,192600,Receipt,2,2020/2/1
2020,Qtr 1,February,3,906073.02,Receipt,2,2020/2/3
2020,Qtr 1,February,4,92900.6,Credit Note,2,2020/2/4
2020,Qtr 1,February,4,18829.98,Invoice,2,2020/2/4
2020,Qtr 1,February,4,429695.22,Receipt,2,2020/2/4
2020,Qtr 1,February,5,135588,Invoice,2,2020/2/5
2020,Qtr 1,February,5,229814.21,Receipt,2,2020/2/5
2020,Qtr 1,February,6,78179,Invoice,2,2020/2/6
2020,Qtr 1,February,7,246803.74,Invoice,2,2020/2/7
2020,Qtr 1,February,8,516400,Invoice,2,2020/2/8
2020,Qtr 1,February,8,264420,Receipt,2,2020/2/8
2020,Qtr 1,February,10,340903.44,Receipt,2,2020/2/10
2020,Qtr 1,February,13,153780,Invoice,2,2020/2/13
2020,Qtr 1,February,15,83200,Receipt,2,2020/2/15
2020,Qtr 1,February,16,40250,Credit Note,2,2020/2/16
2020,Qtr 1,February,16,213050,Invoice,2,2020/2/16
2020,Qtr 1,February,17,85879.94,Invoice,2,2020/2/17
2020,Qtr 1,February,17,45199.94,Receipt,2,2020/2/17
2020,Qtr 1,February,18,479101,Invoice,2,2020/2/18
2020,Qtr 1,February,20,81520,Invoice,2,2020/2/20
2020,Qtr 1,February,21,300920.63,Invoice,2,2020/2/21
2020,Qtr 1,February,24,227160,Invoice,2,2020/2/24
2020,Qtr 1,February,24,409269.67,Receipt,2,2020/2/24
2020,Qtr 1,February,26,46872,Invoice,2,2020/2/26
2020,Qtr 1,February,27,76347.4,Credit Note,2,2020/2/27
2020,Qtr 1,February,27,92400,Invoice,2,2020/2/27
2020,Qtr 1,February,28,77870,Invoice,2,2020/2/28
2020,Qtr 1,February,28,144237.98,Receipt,2,2020/2/28
2020,Qtr 1,February,29,1457141.57,Receipt,2,2020/2/29
2020,Qtr 1,March,2,10400,Invoice,3,2020/3/2
2020,Qtr 1,March,2,1431522.54,Receipt,3,2020/3/2
2020,Qtr 1,March,3,508140,Invoice,3,2020/3/3
2020,Qtr 1,March,4,82085,Invoice,3,2020/3/4
2020,Qtr 1,March,5,953820,Invoice,3,2020/3/5
2020,Qtr 1,March,5,390240,Receipt,3,2020/3/5
2020,Qtr 1,March,6,295680,Invoice,3,2020/3/6
2020,Qtr 1,March,9,280430,Invoice,3,2020/3/9
2020,Qtr 1,March,9,365508.61,Receipt,3,2020/3/9
2020,Qtr 1,March,10,621900,Invoice,3,2020/3/10
2020,Qtr 1,March,11,713100,Invoice,3,2020/3/11
2020,Qtr 1,March,12,424800,Invoice,3,2020/3/12
2020,Qtr 1,March,13,653496,Invoice,3,2020/3/13
2020,Qtr 1,March,13,295749.99,Receipt,3,2020/3/13
2020,Qtr 1,March,15,32175,Invoice,3,2020/3/15
2020,Qtr 1,March,16,153855,Invoice,3,2020/3/16
2020,Qtr 1,March,16,48000,Receipt,3,2020/3/16
2020,Qtr 1,March,17,6055749.86,Invoice,3,2020/3/17
2020,Qtr 1,March,17,3300376.01,Receipt,3,2020/3/17
2020,Qtr 1,March,18,301500,Invoice,3,2020/3/18
2020,Qtr 1,March,19,2603902.45,Invoice,3,2020/3/19
2020,Qtr 1,March,19,15430,Receipt,3,2020/3/19
2020,Qtr 1,March,20,168210,Invoice,3,2020/3/20
2020,Qtr 1,March,20,32175,Receipt,3,2020/3/20
2020,Qtr 1,March,21,312388,Invoice,3,2020/3/21
2020,Qtr 1,March,23,2244495.84,Invoice,3,2020/3/23
2020,Qtr 1,March,23,60160,Receipt,3,2020/3/23
2020,Qtr 1,March,24,7394935.04,Invoice,3,2020/3/24
2020,Qtr 1,March,24,2554435,Receipt,3,2020/3/24
2020,Qtr 1,March,25,689970,Invoice,3,2020/3/25
2020,Qtr 1,March,25,1748379.99,Receipt,3,2020/3/25
2020,Qtr 1,March,26,828536,Invoice,3,2020/3/26
2020,Qtr 1,March,26,193868.5,Receipt,3,2020/3/26
2020,Qtr 1,March,27,768226.66,Invoice,3,2020/3/27
2020,Qtr 1,March,27,1027716.1,Receipt,3,2020/3/27
2020,Qtr 1,March,28,19755373.42,Invoice,3,2020/3/28
2020,Qtr 1,March,28,106800,Receipt,3,2020/3/28
2020,Qtr 1,March,29,55250,Invoice,3,2020/3/29
2020,Qtr 1,March,29,55250,Receipt,3,2020/3/29
2020,Qtr 1,March,30,1917922.14,Invoice,3,2020/3/30
2020,Qtr 1,March,30,5033853.19,Receipt,3,2020/3/30
2020,Qtr 1,March,31,3208296.94,Invoice,3,2020/3/31
2020,Qtr 1,March,31,1778581.37,Receipt,3,2020/3/31
2020,Qtr 2,April,1,976811.11,Invoice,4,2020/4/1
2020,Qtr 2,April,1,318130,Receipt,4,2020/4/1
2020,Qtr 2,April,2,2174012.81,Invoice,4,2020/4/2
2020,Qtr 2,April,2,3194699.16,Receipt,4,2020/4/2
2020,Qtr 2,April,3,2874880,Invoice,4,2020/4/3
2020,Qtr 2,April,3,1837550,Receipt,4,2020/4/3
2020,Qtr 2,April,4,300548,Invoice,4,2020/4/4
2020,Qtr 2,April,4,137728,Receipt,4,2020/4/4
2020,Qtr 2,April,6,1127894.44,Invoice,4,2020/4/6
2020,Qtr 2,April,6,90600.9,Receipt,4,2020/4/6
2020,Qtr 2,April,7,13144024.48,Invoice,4,2020/4/7
2020,Qtr 2,April,7,250000,Receipt,4,2020/4/7
2020,Qtr 2,April,8,7913013.56,Invoice,4,2020/4/8
2020,Qtr 2,April,8,657396.5,Receipt,4,2020/4/8
2020,Qtr 2,April,9,113916.6,Credit Note,4,2020/4/9
2020,Qtr 2,April,9,4276226.56,Invoice,4,2020/4/9
2020,Qtr 2,April,9,1660036.1,Receipt,4,2020/4/9
2020,Qtr 2,April,10,103080,Invoice,4,2020/4/10
2020,Qtr 2,April,10,685800,Receipt,4,2020/4/10
2020,Qtr 2,April,11,276367,Invoice,4,2020/4/11
2020,Qtr 2,April,13,4889072.27,Invoice,4,2020/4/13
2020,Qtr 2,April,14,8637803.28,Invoice,4,2020/4/14
2020,Qtr 2,April,14,3048990.91,Receipt,4,2020/4/14
2020,Qtr 2,April,15,4667608.13,Invoice,4,2020/4/15
2020,Qtr 2,April,15,878997.95,Receipt,4,2020/4/15
2020,Qtr 2,April,16,8237184.17,Invoice,4,2020/4/16
2020,Qtr 2,April,16,141417.9,Receipt,4,2020/4/16
2020,Qtr 2,April,17,5723257.1,Invoice,4,2020/4/17
2020,Qtr 2,April,17,261060.41,Receipt,4,2020/4/17
2020,Qtr 2,April,18,134704,Invoice,4,2020/4/18
2020,Qtr 2,April,19,677770.5,Invoice,4,2020/4/19
2020,Qtr 2,April,20,97407.89,Credit Note,4,2020/4/20
2020,Qtr 2,April,20,5142871.47,Invoice,4,2020/4/20
2020,Qtr 2,April,21,3489903.04,Invoice,4,2020/4/21
2020,Qtr 2,April,21,766965.38,Receipt,4,2020/4/21
2020,Qtr 2,April,22,4609036.58,Invoice,4,2020/4/22
2020,Qtr 2,April,22,2900506.11,Receipt,4,2020/4/22
2020,Qtr 2,April,23,1554745.18,Invoice,4,2020/4/23
2020,Qtr 2,April,23,3683435.36,Receipt,4,2020/4/23
2020,Qtr 2,April,24,9093054.27,Invoice,4,2020/4/24
2020,Qtr 2,April,24,1749625.19,Receipt,4,2020/4/24
2020,Qtr 2,April,25,4536,Credit Note,4,2020/4/25
2020,Qtr 2,April,25,708258.28,Invoice,4,2020/4/25
2020,Qtr 2,April,26,122850,Receipt,4,2020/4/26
2020,Qtr 2,April,27,4343513.43,Invoice,4,2020/4/27
2020,Qtr 2,April,28,9082.99,Credit Note,4,2020/4/28
2020,Qtr 2,April,28,2390139.79,Invoice,4,2020/4/28
2020,Qtr 2,April,28,1540511.17,Receipt,4,2020/4/28
2020,Qtr 2,April,29,4552584.81,Invoice,4,2020/4/29
2020,Qtr 2,April,29,2880381.3,Receipt,4,2020/4/29
2020,Qtr 2,April,30,12123947.16,Invoice,4,2020/4/30
2020,Qtr 2,April,30,7218203.03,Receipt,4,2020/4/30
2020,Qtr 2,May,1,789720.76,Invoice,5,2020/5/1
2020,Qtr 2,May,1,67114,Receipt,5,2020/5/1
2020,Qtr 2,May,2,911066.12,Invoice,5,2020/5/2
2020,Qtr 2,May,4,4756621.62,Invoice,5,2020/5/4
2020,Qtr 2,May,4,1599472.4,Receipt,5,2020/5/4
2020,Qtr 2,May,5,6760666.96,Invoice,5,2020/5/5
2020,Qtr 2,May,5,6909729.97,Receipt,5,2020/5/5
2020,Qtr 2,May,6,8341950.03,Invoice,5,2020/5/6
2020,Qtr 2,May,6,940510.89,Receipt,5,2020/5/6
2020,Qtr 2,May,7,445161.37,Credit Note,5,2020/5/7
2020,Qtr 2,May,7,15623865.95,Invoice,5,2020/5/7
2020,Qtr 2,May,7,1075557.8,Receipt,5,2020/5/7
2020,Qtr 2,May,8,1355147.69,Invoice,5,2020/5/8
2020,Qtr 2,May,8,1974629.25,Receipt,5,2020/5/8
2020,Qtr 2,May,9,2559475.24,Invoice,5,2020/5/9
2020,Qtr 2,May,10,2582495.95,Invoice,5,2020/5/10
2020,Qtr 2,May,10,128400,Receipt,5,2020/5/10
2020,Qtr 2,May,11,900735.8,Invoice,5,2020/5/11
2020,Qtr 2,May,11,807493.82,Receipt,5,2020/5/11
2020,Qtr 2,May,12,1553934.15,Invoice,5,2020/5/12
2020,Qtr 2,May,12,6726358.47,Receipt,5,2020/5/12
2020,Qtr 2,May,13,7052838.74,Invoice,5,2020/5/13
2020,Qtr 2,May,13,993353.34,Receipt,5,2020/5/13
2020,Qtr 2,May,14,14780289.32,Invoice,5,2020/5/14
2020,Qtr 2,May,14,2871629.09,Receipt,5,2020/5/14
2020,Qtr 2,May,15,4705375.89,Invoice,5,2020/5/15
2020,Qtr 2,May,15,5502174.86,Receipt,5,2020/5/15
2020,Qtr 2,May,16,1322775.91,Invoice,5,2020/5/16
2020,Qtr 2,May,17,2197420.15,Invoice,5,2020/5/17
2020,Qtr 2,May,18,9099248.62,Invoice,5,2020/5/18
2020,Qtr 2,May,18,682244.25,Receipt,5,2020/5/18
2020,Qtr 2,May,19,7024369.45,Invoice,5,2020/5/19
2020,Qtr 2,May,19,5305492.79,Receipt,5,2020/5/19
2020,Qtr 2,May,20,192412.19,Credit Note,5,2020/5/20
2020,Qtr 2,May,20,1087868.1,Invoice,5,2020/5/20
2020,Qtr 2,May,20,757124.96,Receipt,5,2020/5/20
2020,Qtr 2,May,21,204823.95,Credit Note,5,2020/5/21
2020,Qtr 2,May,21,3859981.98,Invoice,5,2020/5/21
2020,Qtr 2,May,21,3933969.6,Receipt,5,2020/5/21
2020,Qtr 2,May,22,17944.83,Credit Note,5,2020/5/22
2020,Qtr 2,May,22,1711851.28,Invoice,5,2020/5/22
2020,Qtr 2,May,22,14305340.4,Receipt,5,2020/5/22
2020,Qtr 2,May,23,2488616.08,Invoice,5,2020/5/23
2020,Qtr 2,May,24,1280879.1,Invoice,5,2020/5/24
2020,Qtr 2,May,24,47250,Receipt,5,2020/5/24
2020,Qtr 2,May,25,5910059.33,Invoice,5,2020/5/25
2020,Qtr 2,May,26,4782005.65,Invoice,5,2020/5/26
2020,Qtr 2,May,26,1243863.02,Receipt,5,2020/5/26
2020,Qtr 2,May,27,9902592.84,Invoice,5,2020/5/27
2020,Qtr 2,May,27,7255959.97,Receipt,5,2020/5/27
2020,Qtr 2,May,28,978831.03,Credit Note,5,2020/5/28
2020,Qtr 2,May,28,15843977.61,Invoice,5,2020/5/28
2020,Qtr 2,May,28,1993483.33,Receipt,5,2020/5/28
2020,Qtr 2,May,29,444464.31,Credit Note,5,2020/5/29
2020,Qtr 2,May,29,1143428.54,Invoice,5,2020/5/29
2020,Qtr 2,May,29,2535023.59,Receipt,5,2020/5/29
2020,Qtr 2,May,30,3517219.61,Invoice,5,2020/5/30
2020,Qtr 2,May,30,509647.5,Receipt,5,2020/5/30
2020,Qtr 2,May,31,190620,Credit Note,5,2020/5/31
2020,Qtr 2,May,31,4116447.66,Invoice,5,2020/5/31
2020,Qtr 2,May,31,4248718.49,Receipt,5,2020/5/31
2020,Qtr 2,June,1,12810.28,Credit Note,6,2020/6/1
2020,Qtr 2,June,1,7475375.28,Invoice,6,2020/6/1
2020,Qtr 2,June,1,4049730.36,Receipt,6,2020/6/1
2020,Qtr 2,June,2,171023.72,Credit Note,6,2020/6/2
2020,Qtr 2,June,2,4398732.72,Invoice,6,2020/6/2
2020,Qtr 2,June,2,1906787.24,Receipt,6,2020/6/2
2020,Qtr 2,June,3,5307349.3,Invoice,6,2020/6/3
2020,Qtr 2,June,3,13131137.11,Receipt,6,2020/6/3
2020,Qtr 2,June,4,308,Credit Note,6,2020/6/4
2020,Qtr 2,June,4,9146613.84,Invoice,6,2020/6/4
2020,Qtr 2,June,4,836286.7,Receipt,6,2020/6/4
2020,Qtr 2,June,5,11332593.22,Invoice,6,2020/6/5
2020,Qtr 2,June,5,7402425.93,Receipt,6,2020/6/5
2020,Qtr 2,June,7,53326.4,Credit Note,6,2020/6/7
2020,Qtr 2,June,7,1633516.55,Invoice,6,2020/6/7
2020,Qtr 2,June,8,3376968.93,Credit Note,6,2020/6/8
2020,Qtr 2,June,8,6498235.33,Invoice,6,2020/6/8
2020,Qtr 2,June,8,3129357.72,Receipt,6,2020/6/8
2020,Qtr 2,June,9,182143.41,Credit Note,6,2020/6/9
2020,Qtr 2,June,9,3199373.6,Invoice,6,2020/6/9
2020,Qtr 2,June,9,3409702.73,Receipt,6,2020/6/9
2020,Qtr 2,June,10,112886.49,Credit Note,6,2020/6/10
2020,Qtr 2,June,10,7600315.79,Invoice,6,2020/6/10
2020,Qtr 2,June,10,1622111.56,Receipt,6,2020/6/10
2020,Qtr 2,June,11,9772405.09,Invoice,6,2020/6/11
2020,Qtr 2,June,11,3789939.53,Receipt,6,2020/6/11
2020,Qtr 2,June,12,2.16,Credit Note,6,2020/6/12
2020,Qtr 2,June,12,4061349.51,Invoice,6,2020/6/12
2020,Qtr 2,June,12,4671947.71,Receipt,6,2020/6/12
2020,Qtr 2,June,13,929481.7,Invoice,6,2020/6/13
2020,Qtr 2,June,13,45000,Receipt,6,2020/6/13
2020,Qtr 2,June,14,276972.09,Invoice,6,2020/6/14
2020,Qtr 2,June,15,22169.3,Credit Note,6,2020/6/15
2020,Qtr 2,June,15,5845573.27,Invoice,6,2020/6/15
2020,Qtr 2,June,15,159108.79,Receipt,6,2020/6/15
2020,Qtr 2,June,16,11404870.05,Invoice,6,2020/6/16
2020,Qtr 2,June,17,100455.63,Credit Note,6,2020/6/17
2020,Qtr 2,June,17,4560840.87,Invoice,6,2020/6/17
2020,Qtr 2,June,17,10482649.05,Receipt,6,2020/6/17
2020,Qtr 2,June,18,11247535.39,Invoice,6,2020/6/18
2020,Qtr 2,June,18,12797373.15,Receipt,6,2020/6/18
2020,Qtr 2,June,19,137177.38,Credit Note,6,2020/6/19
2020,Qtr 2,June,19,9788111.67,Invoice,6,2020/6/19
2020,Qtr 2,June,19,4496975.5,Receipt,6,2020/6/19
2020,Qtr 2,June,20,125360.71,Credit Note,6,2020/6/20
2020,Qtr 2,June,20,36400,Invoice,6,2020/6/20
2020,Qtr 2,June,21,793551.56,Invoice,6,2020/6/21
2020,Qtr 2,June,22,65803.95,Credit Note,6,2020/6/22
2020,Qtr 2,June,22,7257749.9,Invoice,6,2020/6/22
2020,Qtr 2,June,22,6153016.6,Receipt,6,2020/6/22
2020,Qtr 2,June,23,125190.91,Credit Note,6,2020/6/23
2020,Qtr 2,June,23,7459744.84,Invoice,6,2020/6/23
2020,Qtr 2,June,23,6601557.38,Receipt,6,2020/6/23
2020,Qtr 2,June,24,143053.3,Credit Note,6,2020/6/24
2020,Qtr 2,June,24,7462152.35,Invoice,6,2020/6/24
2020,Qtr 2,June,24,3685293.42,Receipt,6,2020/6/24
2020,Qtr 2,June,25,39224.51,Credit Note,6,2020/6/25
2020,Qtr 2,June,25,4369509.24,Invoice,6,2020/6/25
2020,Qtr 2,June,25,3058294.84,Receipt,6,2020/6/25
2020,Qtr 2,June,26,1335956.5,Credit Note,6,2020/6/26
2020,Qtr 2,June,26,315000,Invoice,6,2020/6/26
2020,Qtr 2,June,26,6612235.65,Receipt,6,2020/6/26
2020,Qtr 2,June,27,1595401.38,Invoice,6,2020/6/27
2020,Qtr 2,June,28,12125026.11,Invoice,6,2020/6/28
2020,Qtr 2,June,29,33810.8,Credit Note,6,2020/6/29
2020,Qtr 2,June,29,8419378.77,Invoice,6,2020/6/29
2020,Qtr 2,June,29,2973536,Receipt,6,2020/6/29
2020,Qtr 2,June,30,308386.71,Credit Note,6,2020/6/30
2020,Qtr 2,June,30,3351805.42,Invoice,6,2020/6/30
2020,Qtr 2,June,30,8543317.77,Receipt,6,2020/6/30
2020,Qtr 3,July,1,6190.78,Credit Note,7,2020/7/1
2020,Qtr 3,July,1,7329197.23,Invoice,7,2020/7/1
2020,Qtr 3,July,1,431083.2,Receipt,7,2020/7/1
2020,Qtr 3,July,2,105176.38,Credit Note,7,2020/7/2
2020,Qtr 3,July,2,2231456.97,Invoice,7,2020/7/2
2020,Qtr 3,July,2,4429774.68,Receipt,7,2020/7/2
2020,Qtr 3,July,3,76301.78,Credit Note,7,2020/7/3
2020,Qtr 3,July,3,1399114.5,Invoice,7,2020/7/3
2020,Qtr 3,July,3,7588590.51,Receipt,7,2020/7/3
2020,Qtr 3,July,4,2800,Credit Note,7,2020/7/4
2020,Qtr 3,July,4,11384522.68,Invoice,7,2020/7/4
2020,Qtr 3,July,4,47040,Receipt,7,2020/7/4
2020,Qtr 3,July,5,2288131.2,Invoice,7,2020/7/5
2020,Qtr 3,July,6,369534.02,Credit Note,7,2020/7/6
2020,Qtr 3,July,6,8656065.53,Invoice,7,2020/7/6
2020,Qtr 3,July,6,8116521.1,Receipt,7,2020/7/6
2020,Qtr 3,July,7,24052.81,Credit Note,7,2020/7/7
2020,Qtr 3,July,7,10880020.23,Invoice,7,2020/7/7
2020,Qtr 3,July,7,1651306.87,Receipt,7,2020/7/7
2020,Qtr 3,July,8,70393.69,Credit Note,7,2020/7/8
2020,Qtr 3,July,8,5520469.51,Invoice,7,2020/7/8
2020,Qtr 3,July,8,12690013.59,Receipt,7,2020/7/8
2020,Qtr 3,July,9,140556.07,Credit Note,7,2020/7/9
2020,Qtr 3,July,9,4565770.33,Invoice,7,2020/7/9
2020,Qtr 3,July,9,7812712.92,Receipt,7,2020/7/9
2020,Qtr 3,July,10,121109.21,Credit Note,7,2020/7/10
2020,Qtr 3,July,10,3431172.43,Invoice,7,2020/7/10
2020,Qtr 3,July,10,6942174.01,Receipt,7,2020/7/10
2020,Qtr 3,July,11,2173539.71,Invoice,7,2020/7/11
2020,Qtr 3,July,11,77213,Receipt,7,2020/7/11
2020,Qtr 3,July,12,4437915.23,Invoice,7,2020/7/12
2020,Qtr 3,July,13,1101776.95,Credit Note,7,2020/7/13
2020,Qtr 3,July,13,10549566.72,Invoice,7,2020/7/13
2020,Qtr 3,July,13,2206999.1,Receipt,7,2020/7/13
2020,Qtr 3,July,14,20618.48,Credit Note,7,2020/7/14
2020,Qtr 3,July,14,7949909.29,Invoice,7,2020/7/14
